"day","airline","Origin Airport","Stop_over Airport","Destination Airport","Origin Departure Delay","Stop-over Arrival Delay","Stop-over Departure Delay","Destination Arrival Delay","a1","transit_arrive","d2","transit_depart"
"26","DL","SFO","ATL","JFK","36","51","-1","-6","1552","952","1739","1059"
"26","VX","SFO","LAX","JFK","0","15","4","3","935","575","1044","644"
"26","B6","SFO","LAS","JFK","-1","-1","11","10","932","572","1219","739"
"26","AA","SFO","DFW","JFK","-2","38","-3","93","1429","869","1652","1012"
"26","AA","SFO","PHX","JFK","-7","-8","-5","16","1202","722","1325","805"
"26","DL","SFO","LAX","JFK","-5","-12","29","34","1108","668","1329","809"
"26","B6","SFO","FLL","JFK","1","5","12","12","1851","1131","2127","1287"
"26","B6","SFO","FLL","JFK","1","5","22","21","1851","1131","1959","1199"
"26","AA","SFO","CLT","JFK","-8","10","56","53","1922","1162","2106","1266"
"26","VX","SFO","LAX","JFK","-4","-9","1","7","1236","756","1341","821"
"26","DL","SFO","LAX","JFK","16","15","0","-8","1335","815","1625","985"
"26","AA","SFO","PHX","JFK","-2","-14","12","14","1449","889","1652","1012"
"26","DL","SFO","ATL","JFK","0","4","8","-9","1952","1192","2053","1253"
"26","VX","SFO","LAX","JFK","0","-8","1","20","1407","847","1551","951"
"26","VX","SFO","LAX","JFK","0","-8","39","29","1407","847","1539","939"
"26","AS","SFO","SEA","JFK","-9","-10","-1","-26","1830","1110","2129","1289"
"26","AA","SFO","DFW","JFK","912","976","-3","93","1437","877","1652","1012"
"26","AA","SFO","PHX","JFK","-3","-20","2","-8","1943","1183","2232","1352"
"26","B6","SFO","LAS","JFK","2","9","-2","0","1905","1145","2133","1293"
"26","AS","SFO","SEA","JFK","-5","-20","-1","-26","1955","1195","2129","1289"
"26","VX","SFO","LAS","JFK","10","13","-5","-10","2028","1228","2205","1325"
"26","B6","SFO","LGB","JFK","-6","-14","11","19","2024","1224","2131","1291"
"26","VX","SFO","LAX","JFK","36","52","8","8","2157","1317","2318","1398"
"26","B6","SFO","BOS","JFK","20","23","9","6","611","371","732","452"
"26","AA","SFO","MIA","JFK","-2","4","-4","-17","552","352","706","426"
